press,title,tokenized
뉴시스,기아차 광주공장도 '부분파업' 동참..쟁점은 '전기차',"['기아차', '광주', '공장', '부분파업', '동참', '쟁점', '전기차']"
중앙일보,"""테슬라만 있나. 우리도 있다""..GM·포드도 전기차 'ON'","['테슬라', '우리', '포드', '전기차']"
연합뉴스,"현대·기아, 세계 전기차 브랜드 판매량 '톱5' 진입","['현대', '기아', '세계', '전기차', '브랜드', '판매량', '톱', '진입']"
조선비즈,출퇴근·우편집배용으로 활용..도심 좁은 길 달리는 '꼬마 전기차' 뜬다,"['출퇴근', '우편', '집배', '용', '활용', '도심', '길', '꼬마', '전기차']"
전자신문,내년 전기차 시장 관전포인트 '보조금 받는 차 vs 못 받는 차',"['내년', '전기차', '시장', '관전', '포인트', '보조금', '차', '못', '차']"
지디넷코리아,얼굴 바뀐 '코나 전기차' 공개,"['얼굴', '코', '전기차', '공개']"
머니투데이,수소·전기차 공장 美에? 車업계 바이든 효과 어디까지,"['수소', '전기차', '공장', '업계', '바이든', '효과', '어디']"
머니투데이,"전기차, 5년후 1000만원 인하..내연차와 '맞짱'","['전기차', '인하', '연차', '맞짱']"
매일경제,[Science] 전기차를 더 안전하고 강하게..배터리 '電쟁',"['전기차', '더', '배터리', '쟁']"
뉴시스,"거주지·직장에 전기차 충전기 50만기..""휴대전화처럼 상시 충전""","['거주지', '직장', '전기차', '충전기', '휴대전화', '상시', '충전']"
뉴시스,전기차로 출시됐으면 하는 차 1위 '볼보 S60',"['전기차', '출시', '차', '위', '볼보']"
조선비즈,"정의선-최태원 회동, 배터리 등 전기차 협력 논의(종합)","['정의선', '최태원', '회', '배터리', '등', '전기차', '협력', '논의', '종합']"
중앙일보,"[단독] 절박한 마세라티 ""모든 신차, 전기차 버전 내놓겠다""","['단독', '절박', '마세라티', '모든', '신차', '전기차', '버전']"
한국경제TV,전 세계 전기차 화재 잇달아..K배터리 안전성에 악재,"['전', '세계', '전기차', '화재', '달', '배터리', '안전성', '악재']"
뉴시스,화물차 무공해화 로드맵 마련된다..수소전기차 전환 추진,"['화물차', '무', '공해', '로드맵', '마련', '수소', '전기차', '전환', '추진']"
노컷뉴스,코로나로 '전기차' -24% 전망..韓배터리 고속성장 멈추나,"['코로나', '전기차', '전망', '배터리', '고속', '성장']"
지디넷코리아,中 10월 전기차 브랜드 판매량 성장세,"['전기차', '브랜드', '판매량', '성장', '세']"
디지털타임스,전기차도 날아오르나,['전기차']
국민일보,"'코로나 꺼져' 전기차 씽씽, 테슬라는 시가총액 1위 기염","['코로나', '전기차', '테슬라', '시가총액', '위', '기염']"
국민일보,"""세계 최대 전기차 시장인 중국을 잡아라""","['세계', '최대', '전기차', '시장', '중국']"
중앙일보,'전기차 순항' 테슬라 40만대 돌파..현대·기아차 글로벌 4위,"['전기차', '순항', '테슬라', '돌파', '현대', '기아차', '글로벌', '위']"
전자신문,[단독]현대차 '남는 전기 빼 쓰는 전기차' 출시,"['단독', '현대차', '전기', '빼', '전기차', '출시']"
머니투데이,이재용·정의선 첫 단독 회동..전기차 배터리 사업 논의,"['이재용', '정의선', '첫', '단독', '회', '전기차', '배터리', '사업', '논의']"
중앙일보,전기차 원년 앞두고 안전성 논란 불끄자..코나 해외70% 리콜,"['전기차', '원년', '안전성', '논란', '불', '코', '해외', '리콜']"
전자신문,"[이슈분석]중고 전기차, 내연기관보다 잔존가치 높아","['이슈', '분석', '중고', '전기차', '내연기관', '잔존', '가치']"
연합뉴스,"전기차 시장 따라 커지는 '동박' 수요..SK넥실리스 ""해외증설""","['전기차', '시장', '박', '수요', '넥실', '리스', '해외', '증설']"
뉴시스,"현대차그룹, 수소트럭·전기차 내세워 中 공략 강화","['현대차', '그룹', '수소', '트럭', '전기차', '공략', '강화']"
국민일보,"""애플 자율주행 전기차 2024년 출시"".. 핵심 전략은 배터리","['애플', '자율', '주행', '전기차', '출시', '핵심', '전략', '배터리']"
SBS,"전기차 늘린다는데..""충전은 지금보다 1시간 더""","['전기차', '충전', '지금', '더']"
쿠키뉴스,"전기차 선호도 증가..""3년 내 전기차 구매의사 있어""","['전기차', '선호', '증가', '내', '전기차', '구매', '의사']"
파이낸셜뉴스,"친환경 SUV 뜬다.. 현대·기아차, 수소·전기차 라인업 확대","['친환경', '현대', '기아차', '수소', '전기차', '라인업', '확대']"
KBS,"""5분 충전에 100km""..'테슬라 잡자' 현대도 전기차 '뼈대' 공개","['충전', '테슬라', '현대', '전기차', '뼈대', '공개']"
조선비즈,"전기차 코나, '불나' 됐는데 원인 규명 '깜깜'..잠 못이루는 전기차 운전자","['전기차', '코', '불', '원인', '규명', '깜깜', '잠', '전기차', '운전자']"
조선일보,"[단독] 현대차 코나 전기차, 브레이크 먹통에 시속 150km [영상]","['단독', '현대차', '코', '전기차', '브레이크', '먹통', '시속', '영상']"
아이뉴스24,"中, 전기차 보조금 정책 유지?..韓배터리 업계 '촉각'","['전기차', '보조금', '정책', '유지', '배터리', '업계', '촉각']"
조선일보,현대차 라이벌로 급부상한 'IT 전기차 동맹',"['현대차', '라이벌', '급부', '전기차', '동맹']"
연합뉴스,"포드·VM, LG화학-SK이노 소송에 전기차 생산 차질 우려","['포드', '화학', '이노', '소송', '전기차', '생산', '차질', '우려']"
중앙일보,포드도 전기차 배터리셀 생산 검토..K배터리 '위기와 기회',"['포드', '전기차', '배터리', '셀', '생산', '검토', '배터리', '위기', '기회']"
뉴시스,"현대차 찾은 與 ""2025년까지 전기차 113만대, 수소차 20만대 보급""(종합)","['현대차', '전기차', '수소차', '보급', '종합']"
전자신문,상반기 전기차 보급 2.2만대..올해 목표 7.3만대 가능할까,"['상반기', '전기차', '보급', '올해', '목표']"
연합뉴스,전기차에 충전기만 꽂으면 별도 인증 없이 자동 결제,"['전기차', '충전기', '별도', '인증', '자동', '결제']"
KTV,가로등 활용..전기차 쉽게 충전한다,"['가로등', '활용', '전기차', '충전']"
지디넷코리아,"[조재환의 EV세상] '벽돌' 코나 전기차 여전한데, 국토부는 신중 모드","['조재환', '세상', '벽돌', '코', '전기차', '국토부', '신중', '모드']"
연합뉴스,"""초소형 전기차, 승용차와 다른 별도 안전기준 필요""","['초소', '전기차', '승용차', '다른', '별도', '안전', '기준', '필요']"
뉴시스,"중국 전기차 배터리 시장, 3개월 연속 성장세..코로나19 회복 궤도","['중국', '전기차', '배터리', '시장', '개월', '연속', '성장', '세', '코로나', '회복', '궤도']"
경향신문,"트위지 같은 초소형 전기차, 별도 안전기준 필요할까","['트위', '초소', '전기차', '별도', '안전', '기준']"
IT동아,"아우디 코리아, 2021년 내 모델3급 전기차 선보일 예정","['아우디', '코리아', '내', '모델', '급', '전기차', '예정']"
머니투데이,'바닥쳤나'..1년 만에 증가세 돌아선 中 전기차 배터리 사용,"['바닥', '증가', '세', '전기차', '배터리', '사용']"
지디넷코리아,"현대차, 전기차 브랜드 '아이오닉' 확정..대형 전기 SUV도 출시","['현대차', '전기차', '브랜드', '아이오', '닉', '확정', '대형', '전기', '도', '출시']"
전자신문,"정의선 회장의 특명, ""제주 전기차 고객 환경 개선하라""","['정의선', '회장', '특명', '제주', '전기차', '고객', '환경', '개선']"
매일경제,테슬라 전기차 독주..상반기 보조금 900억 가져갔다,"['테슬라', '전기차', '독주', '상반기', '보조금']"
한겨레,"배터리 회동 마친 현대차, 차세대 전기차 속도 내나","['배터리', '회', '현대차', '차세대', '전기차', '속도', '내']"
뉴시스,"[올댓차이나] 도요타, 중국 톈진에 연산 20만대 전기차공장","['차이나', '도요타', '중국', '톈진', '연산', '전기차', '공장']"
한국경제,"디젤과 불과 200만원 차..""전기차, 이래도 안 살래?""","['디젤', '불과', '차', '전기차', '안', '살']"
조선비즈,전기차 전용 타이어로 모빌리티 패러다임 변화 선도하는 한국타이어,"['전기차', '전용', '타이어', '모빌리티', '패러다임', '변화', '선도', '한국', '타이어']"
전자신문,"[이슈분석] 벤츠·BMW, 전기차 시장 선점 실패..내년 라인업 확대로 반등 시도","['이슈', '분석', '벤츠', '전기차', '시장', '선점', '실패', '내년', '라인업', '확대', '반등', '시도']"
조선비즈,테슬라가 쏘아올린 니켈값.. 전기차 배터리 수요 껑충,"['테슬라', '니켈', '값', '전기차', '배터리', '수요', '껑충']"
지디넷코리아,"'3가지' 있는 애플, 전기차 성공 확률높다","['가지', '애플', '전기차', '성공', '확률']"
연합뉴스,코로나19 충격에 중국 전기차 보조금 2년 연장,"['코로나', '충격', '중국', '전기차', '보조금', '연장']"
중앙일보,20분이면 끝..전기차 초급속충전기 고속도로 휴게소에 깔린다,"['끝', '전기차', '초', '충전기', '고속도로', '휴게소']"
지디넷코리아,[조재환의 카테크] 애플 vs LG전자..누가 전기차 리더 되나,"['조재환', '카', '테크', '애플', '전자', '누가', '전기차', '리더']"
연합뉴스,제주 관광부터 동네 배달까지..초소형 전기차 르노 트위지 질주,"['제주', '관광', '동네', '배달', '초소', '전기차', '르노', '트위', '질주']"
뉴시스,유럽 친환경 기조에 '전기차 스마일'..한국 부품사도 함께 웃는다,"['유럽', '친환경', '기조', '전기차', '스마일', '한국', '부품', '사도']"
전자신문,"""충전·주차 눈치 안보는"" 콘센트형 전기차 충전기 주목","['충전', '주차', '눈치', '안보', '콘센트', '전기차', '충전기', '주목']"
아이뉴스24,"폭스콘, 전기차 만든다..탈스마트폰 가속화","['폭스콘', '전기차', '탈', '스마트폰', '가속']"
전자신문,[단독]배터리 교체 없이 전기차 30만km 달렸다..국내 첫 사례,"['단독', '배터리', '교체', '전기차', '국내', '첫', '사례']"
한국경제,"애플이 내놓는 전기차, 업계가 긴장하는 이유 [오춘호의 글로벌 뷰]","['애플', '전기차', '업계', '긴장', '이유', '오', '호의', '글로벌', '뷰']"
중앙일보,"""고장나면 차 한대 값"" 화재 잇따르는 전기차 수리비도 논란","['고장', '차', '값', '화재', '전기차', '리비도', '논란']"
오토타임즈,"전기차 판매 3년 간 7배 성장, 현대차가 견인","['전기차', '판매', '간', '배', '성장', '현대차', '견인']"
한국경제,"수소전기차·항공·로봇..정의선 ""상상 속 미래 모빌리티 앞당길 것""","['수소', '전기차', '항공', '로봇', '정의선', '상상', '속', '미래', '모빌리티', '것']"
뉴시스,"'美 교통장관 내정자' 부티지지, 전기차 보급 확대 천명","['교통', '장관', '내정자', '부티', '지지', '전기차', '보급', '확대', '천명']"
지디넷코리아,[조재환의 EV세상] 제주·남양주 코나 전기차 화재 수사 더딘 이유,"['조재환', '세상', '제주', '남양주', '코', '전기차', '화재', '수사', '이유']"
지디넷코리아,"[조재환의 EV세상] 전기차, 침수돼도 안전?..""방심 금물""","['조재환', '세상', '전기차', '침수', '안전', '방심', '금물']"
머니투데이,"수소차·순수전기차, 정의선式 그린뉴딜 양날개 펼쳤다","['수소차', '순수', '전기차', '정의선', '그린', '뉴딜', '날개']"
전자신문,"유가 하락에도 전기차 인기..르노삼성, SM3 Z.E·트위지 주목","['유가', '하락', '전기차', '인기', '르노', '삼성', '트위', '주목']"
연합뉴스TV,자동차시장 코로나에 제동 걸렸지만..전기차는 '고속질주',"['자동차', '시장', '코로나', '제동', '전기차', '고속', '질주']"
매일경제,"'차트 역주행' 전기차 생태계, 또다른 에너지는 '금융'","['차트', '역주행', '전기차', '생태계', '에너지', '금융']"
전자신문,"'벤츠의 굴욕'..쏘카, 벤츠 전기차 'EQC' 반납","['벤츠', '굴욕', '카', '벤츠', '전기차', '반납']"
중앙일보,기름값 사상 최저인데 배터리·전기차 질주의 역설,"['기름값', '사상', '최저', '배터리', '전기차', '질주', '역설']"
한국경제,아우디 e-트론 등판..'억' 소리 전기차 경쟁 본격화 예고,"['아우디', '트론', '등판', '억', '소리', '전기차', '경쟁', '본격', '예고']"
머니투데이,테슬라 '반값 전기차' 올라타자..배터리업계 세계대전,"['테슬라', '반값', '전기차', '배터리', '업계', '세계대전']"
KBS,"[취재후] ""브레이크가 안 들어""..현대 전기차 '코나'에 무슨 일이?","['취재', '후', '브레이크', '안', '현대', '전기차', '코', '무슨']"
지디넷코리아,"[조재환의 EV세상] 고가 전기차 보조금 제한, 누가 득 볼까?","['조재환', '세상', '고가', '전기차', '보조금', '제한', '누가', '득']"
YTN,친환경 분산전원 시스템 개발..전기차 확산 이끈다,"['친환경', '분산', '전원', '시스템', '개발', '전기차', '확산']"
노컷뉴스,"LG전자, 캐나다 마그나와 '맞손' 전기차 부품 만든다","['전자', '캐나다', '마', '그나', '손', '전기차', '부품']"
쿠키뉴스,'내연기관차+전기차' 결합한 '플러그인하이브리드(PHEV)',"['내연기관차', '전기차', '결합', '플러그인', '하이브리드']"
지디넷코리아,"기아차, 전기차 모빌리티 시대 위한 조직개편 단행","['기아차', '전기차', '모빌리티', '시대', '위', '조직개편', '단행']"
파이낸셜뉴스,"""독, 전기차 전환으로 10년간 일자리 40만개 사라질 것"" 정부 인가 보고서","['독', '전기차', '전환', '일자리', '것', '정부', '보고서']"
머니투데이,"전기차 충전, 주유소에서도 한다","['전기차', '충전', '주유소']"
연합뉴스,상반기 전기차 판매 23% 늘어..테슬라는 보조금 43% '독식',"['상반기', '전기차', '판매', '테슬라', '보조금', '독식']"
전자신문,새해 신차 5대 중 1대 '전기차'..'전동화 시대'로 달린다,"['새해', '신차', '중', '전기차', '동화', '시대', '로', '달린다']"
세계일보,"애플·바이두 등 ICT 공룡들의 전기차 시장 진출, 주가 상승 이끌어","['애플', '바이두', '등', '공룡', '전기차', '시장', '진출', '주가', '상승']"
뉴시스,"현대차 정의선-SK 최태원, 만난다..'K 전기차 배터리' 회동","['현대차', '정의선', '최태원', '전기차', '배터리', '회']"
연합뉴스,"GM, 수소전기차 니콜라와 전략적 제휴..지분 11% 취득","['수소', '전기차', '니콜라', '전략', '제휴', '분', '취득']"
머니투데이,전기차 폐배터리 끝장내기,"['전기차', '폐', '배터리', '끝장', '내기']"
머니투데이,"""테슬라 게섯거라""..현대·기아차 이제는 전기차 강자","['테슬라', '게섯거', '현대', '기아차', '이제', '전기차', '강']"
SBS Biz,테슬라 고속 질주..우리 전기차 현황과 과제는?,"['테슬라', '고속', '질주', '우리', '전기차', '현황', '과제']"
지디넷코리아,"현대차 코나 전기차 화재 원인, 결국 해 넘겨 발표","['현대차', '코', '전기차', '화재', '원인', '해', '발표']"
연합뉴스,전기차 보조금 타내려고 위장전입..5억원 부정수급 31명 적발,"['전기차', '보조금', '려고', '위장전입', '부정', '수급', '명', '적발']"
아이뉴스24,코로나19에도 전기차 수출 22.2% 늘었다,"['코로나', '전기차', '수출']"
MBC,[알려줘!경제] 테슬라 타고 몸집 불리는 중국 전기차. 배터리 산업,"['경제', '테슬라', '타고', '몸집', '중국', '전기차', '배터리', '산업']"
중앙일보,5년 후 전기차 가격 1000만원 낮춘다..미래차 133만대 보급,"['후', '전기차', '가격', '미래', '차', '보급']"
조선비즈,전기차 수난시대..현대·GM·아우디·볼보 잇따라 불나고 리콜,"['전기차', '수난', '시대', '현대', '아우디', '볼보', '리콜']"
파이낸셜뉴스,아이오닉5·CV·E100 내년 출격.. 테슬라 독주 끝낸다 [전기차시대 초고속 질주],"['아이오', '닉', '내년', '출격', '테슬라', '독주', '전기차', '시대', '초', '고속', '질주']"
IT동아,전기차들이 수입·국산 가리지 않고 국내에 몰려온다,"['전기차', '수입', '국산', '국내']"
조선비즈,"송호성 기아차 사장 ""2021년 전기차 핵심 타깃은 고급차 시장""","['송호성', '기아차', '사장', '전기차', '핵심', '타깃', '고급', '차', '시장']"
지디넷코리아,[조재환의 EV세상] 전기차 충전 방해 과태료 100만원 이하?..이용자는 헷갈린다,"['조재환', '세상', '전기차', '충전', '방해', '과태료', '이하', '이용자']"
전자신문,"블룸버그NEF, 2020년 전기차 시장 18% 하락 전망","['블룸버그', '전기차', '시장', '하락', '전망']"
지디넷코리아,"화웨이, 전기차 충전 영역 입지 확대","['화웨이', '전기차', '충전', '영역', '입지', '확대']"
지디넷코리아,"[조재환의 EV세상] ""흡연시설 보이는 전기차 충전소, 불안해요""","['조재환', '세상', '흡연', '시설', '전기차', '충전', '소']"
지디넷코리아,여전한 전기차 화재 공포..'안전한 전기차' 마인드는 실종,"['전기차', '화재', '공포', '전기차', '마인드', '실종']"
지디넷코리아,"잊혀지던 아이오닉, 현대차 전기차 핵심 브랜드로 발돋움","['아이오', '닉', '현대차', '전기차', '핵심', '브랜드', '발돋움']"
한국경제,日 '脫석탄' 로드맵..주역은 전기차·풍력·원전,"['석탄', '로드맵', '주역', '전기차', '풍력', '원전']"
연합뉴스,전기차 질주에 '2차전지 테마' ETF 수익률도 고공행진,"['전기차', '질주', '테마', '수익률', '고공', '행진']"
지디넷코리아,"코나 전기차 화재 사과한 현대차, 아이오닉 화재 원인도 밝힐까","['코', '전기차', '화재', '사과', '현대차', '아이오', '닉', '화재', '원인']"
지디넷코리아,"현대차·LG 회동, 전기차·전장 동맹 강화 신호탄 되나","['현대차', '회', '전기차', '전장', '동맹', '강화', '신호탄']"
조선비즈,"""전기차의 침묵은 새로운 캔버스를 창조했다""","['전기차', '침묵', '캔버스', '창조']"
뉴시스,"""비싸서 안 사요?""..전기차 가격 5년 내 1000만원 내린다","['안', '사', '전기차', '가격', '내', '린다']"
전자신문,"벤츠 vs BMW, 새해 '프리미엄 전기차' 시장서 맞붙는다","['벤츠', '새해', '프리미엄', '전기차', '시장']"
중앙일보,"배터리3사 '논스톱 흑자' 시동..삼성SDI ""내년 전기차 배터리 흑자전환""","['배터리', '사', '논스톱', '흑자', '시동', '삼성', '내년', '전기차', '배터리', '흑자', '전환']"
KBS,주차 4시간 된 전기차 화재..안전성 논란,"['주차', '전기차', '화재', '안전성', '논란']"
연합뉴스,현대차그룹 전기차 전용 브랜드 아이오닉 중국명은 '아이니커',"['현대차', '그룹', '전기차', '전용', '브랜드', '아이오', '닉', '중국', '아이']"
지디넷코리아,"유럽, 美 주춤하는 사이 전기차시장 2위 차지","['유럽', '주춤', '사이', '전기차', '시장', '위', '차지']"
조선비즈,"기아차, 2025년까지 전기차 11종 쏟아낸다..바뀐 엠블럼은 올 하반기 공개","['기아차', '전기차', '종', '엠블럼', '하반기', '공개']"
연합뉴스,"""전기차 배터리 대란 우려에.."" 글로벌 '합작 열풍' 분다","['전기차', '배터리', '대란', '우려', '글로벌', '합작', '열풍', '분다']"
데일리안,삼성·현대차 교집합..전기차 배터리株 '고속충전',"['삼성', '현대차', '교집합', '전기차', '배터리', '고속', '충전']"
뉴시스,유럽 당기고 중국 밀고..전기차 판매량상승에 배터리도 '활짝',"['유럽', '중국', '밀고', '전기차', '판매량', '상승', '배터리', '활짝']"
이코노미조선,"[중국 전기차가 온다] 전기차 '메카'로 떠오르는 中..""넥스트 테슬라 찾아라""","['중국', '전기차', '전기차', '메카', '로', '넥스트', '테슬라']"
조선비즈,"""전기차 시장 폭발적 성장"" 전망에.. 배터리 소재 업계도 '들썩'","['전기차', '시장', '폭발', '성장', '전망', '배터리', '소재', '업계']"
지디넷코리아,"전기차 정책, C학점..완속충전 인프라 대책 부족","['전기차', '정책', '학점', '완', '충전', '인프라', '대책', '부족']"
뉴시스,[車블랙박스]코로나19로 전기차 개화 시기 늦춰질까,"['블랙박스', '코로나', '로', '전기차', '개화', '시기']"
전자신문,"""전기차 보조금 선착순 지급인데""..신차 7종 모두 하반기 출시","['전기차', '보조금', '선착순', '지급', '신차', '종', '모두', '하반기', '출시']"
매일경제,[투자프레임 4.0] 그린뉴딜 투톱은 전기차·수소株,"['투자', '프레임', '그린', '뉴딜', '투톱', '전기차', '수소']"
뉴시스,"중국 전기차 시장, 회복 조짐..배터리 사용량 12개월만에 증가세","['중국', '전기차', '시장', '회복', '조짐', '배터리', '용량', '개월', '증가', '세']"
지디넷코리아,"정의선 ""2025년까지 전기차 100만대 판매..점유율 10% 목표""","['정의선', '전기차', '판매', '점유', '율', '목표']"
뉴시스,전기차 보조금 지급체계 개편..고가車 지급 제외 검토,"['전기차', '보조금', '지급', '체계', '개편', '고가', '지급', '제외', '검토']"
뉴시스,"[올댓차이나] 대만 훙하이, FCA와 중국서 전기차 합작..'脫스마트폰'","['차이나', '대만', '훙', '하이', '중국', '전기차', '합작', '스마트폰']"
뉴시스,車 정비시설 기준 완화..전기차 전문 정비소 부담 낮춰,"['정비', '시설', '기준', '완화', '전기차', '전문', '정비', '소', '부담']"
중앙일보,"기아차, 29조 투자 ""5년 내 전기차 점유율 6.6%로 높인다""","['기아차', '투자', '내', '전기차', '점유', '율', '로']"
뉴시스,"서울시, 올해 전기차 1만대 보급..보조금 최대 2700만원","['서울시', '올해', '전기차', '보급', '보조금', '최대']"
지디넷코리아,[EV팩트체크] 정부가 정말 코나 전기차 화재 후 급속 충전기 속도 줄였나,"['팩트', '체크', '정부', '정말', '코', '전기차', '화재', '후', '급속', '충전기', '속도']"
조선비즈,"[줌인] ""'제 2의 테슬라' 만들자""..中 전기차 스타트업에 '뭉칫돈 투자' 잇따라","['줌', '제', '의', '테슬라', '전기차', '스타트업', '뭉칫돈', '투자']"
연합뉴스,전기차 충전기 2천만세대 보급하고 그린수소 비중 80%로 늘린다(종합),"['전기차', '충전기', '보급', '그린', '수소', '비중', '로', '종합']"
조선비즈,전기차 주행거리 전쟁.. 1회 충전으로 가장 멀리 가는 차는?,"['전기차', '주행', '거리', '전쟁', '충전', '가장', '멀리']"
지디넷코리아,"폭스콘-아마존, 전기차 플랫폼 사업 손잡는다","['폭스콘', '아마존', '전기차', '플랫폼', '사업']"
국민일보,"전기차, 테슬라 독주에 수입↑ 국산 ↓","['전기차', '테슬라', '독주', '수입', '국산']"
JTBC,코나 전기차 '리콜'에도 소비자 불만..소송 움직임,"['코', '전기차', '리콜', '소비자', '불만', '소송', '움직임']"
머니투데이,"포스코케미칼, 양극재 2.5만톤 증설..전기차 시대 준비","['포스코', '케미칼', '재', '증설', '전기차', '시대', '준비']"
지디넷코리아,[조재환의 카테크] 전기차 '마이너스 옵션' 과감히 뺀 현대기아차,"['조재환', '카', '테크', '전기차', '마이너스', '옵션', '과', '감히', '현대', '기아차']"
한국경제TV,"[단독] 제네시스 전기차, SK 배터리 대거 탑재","['단독', '제네시스', '전기차', '배터리', '대거', '탑재']"
연합뉴스,"환경부-업계, 경유 화물차 '전기차 전환' 업무협약","['환경부', '업계', '경유', '화물차', '전기차', '전환', '업무', '협약']"
지디넷코리아,[조재환의 EV세상] 테슬라 충전소에 웬 SM3 전기차?,"['조재환', '세상', '테슬라', '충전', '소', '웬', '전기차']"
지디넷코리아,"[조재환의 EV세상] 현대차 아이오닉 5, 안전까지 챙긴 전기차 될까","['조재환', '세상', '현대차', '아이오', '닉', '안전', '전기차']"
지디넷코리아,[조재환의 EV세상] 코나 전기차 화재 벌써 11번째..원인규명 못하나,"['조재환', '세상', '코', '전기차', '화재', '벌써', '원인', '규명', '못', '하나']"
지디넷코리아,[조재환의 EV세상] 흡연구역 바로 옆 '교통약자 배려 전기차 충전소' 눈살,"['조재환', '세상', '흡연', '구역', '바로', '옆', '교통', '약자', '배려', '전기차', '충전', '소', '눈살']"
연합뉴스TV,"전기차 급성장..뛰어드는 수입차, 방어 나선 국산차","['전기차', '급성', '수입', '차', '방어', '나선', '국산', '차']"
오토타임즈,2021년 기대되는 국산 전기차 4종,"['기대', '국산', '전기차', '종']"
한국경제TV,"정의선, 전기차 배터리 '광폭 행보'","['정의선', '전기차', '배터리', '광폭', '행보']"
지디넷코리아,"[조재환의 EV세상] 전북 순창군, 전기차 충전방해 건축물 허가 논란","['조재환', '세상', '전북', '순창군', '전기차', '충전', '방해', '건축물', '허가', '논란']"
머니투데이,"'배터리 동맹' 모은 현대차, 전기차 꽃길 달린다","['배터리', '동맹', '현대차', '전기차', '꽃길', '달린다']"
중앙일보,"현대차 코나, '화재' 논란 속에서도 세계 전기차 판매량 3위","['현대차', '코', '화재', '논란', '속', '세계', '전기차', '판매량', '위']"
전자신문,올해 네덜란드서 가장 많이 팔린 전기차 '니로EV',"['올해', '네덜란드', '가장', '전기차', '니']"
경향신문,삼성·현대 '전기차 동맹' 배터리 시장 판도 흔든다,"['삼성', '현대', '전기차', '동맹', '배터리', '시장', '판도']"
지디넷코리아,2020년은 전기트럭의 해..승용 전기차보다 더 많이 팔렸다,"['트럭', '해', '승용', '전기차', '더']"
디지털타임스,"정의선 현대차 수석부회장 ""내년 전기차 도약 원년 될 것""","['정의선', '현대차', '수석', '부회장', '내년', '전기차', '도약', '원년', '것']"
더팩트,"LG화학, 전기차 배터리 분사설 '솔솔'..올해는 다를까?","['화학', '전기차', '배터리', '분', '사설', '솔솔', '올해']"
한국경제TV,테슬라 독주 막는다..전기차 패권 승부수,"['테슬라', '독주', '전기차', '패권', '승부', '수']"
동아일보,"배터리만큼 중요한 '전기차 타이어'.. 한국타이어, 글로벌 EV 타이어 시장 선도","['배터리', '전기차', '타이어', '한국', '타이어', '글로벌', '타이어', '시장', '선도']"
지디넷코리아,[조재환의 EV세상] 리콜 후 벽돌된 코나 전기차 800여대,"['조재환', '세상', '리콜', '후', '벽돌', '코', '전기차', '여대']"
경향신문,전기차 주행거리 2배 이상 늘리는 배터리 기술 개발,"['전기차', '주행', '거리', '배', '이상', '배터리', '기술', '개발']"
전자신문,"전기차 충전기 사업 넓히는 한전, 민간업체와 대충돌","['전기차', '충전기', '사업', '한전', '민간', '업체', '대충돌']"
뉴시스,"""전기차 불나면 어떻게""..소방대원 대응 매뉴얼 보급","['전기차', '소방대', '대응', '매뉴얼', '보급']"
한국경제,"현대·기아 전기차 서유럽 판매, 매년 2배 ↑..신차 효과 톡톡","['현대', '기아', '전기차', '서유럽', '판매', '매년', '배', '신차', '효과', '톡톡']"
시사저널,"""전국 2000만 세대에 전기차 충전기 보급한다""","['전국', '세대', '전기차', '충전기', '보급']"
한국경제,"유럽 봉쇄령 속 위기의 현대·기아차..""기댈 언덕은 전기차""","['유럽', '봉쇄', '령', '속', '위기', '현대', '기아차', '언덕', '전기차']"
연합뉴스,전기차 폐배터리 재사용 ESS 제작 기술 개발..성능 검증 돌입,"['전기차', '폐', '배터리', '재사용', '제작', '기술', '개발', '성능', '검증', '돌입']"
디지털타임스,"현대차, 차세대 전기차 'NE'..유럽 찍고 중국 간다","['현대차', '차세대', '전기차', '유럽', '중국', '간다']"
한국경제,"전기차, 이제 20분 충전해 서울서 부산까지 달린다","['전기차', '이제', '충전', '서울', '부산', '달린다']"
조선비즈,CATL 배터리 단 中 전기차 잇따라 화재..안전성 논란,"['배터리', '단', '전기차', '화재', '안전성', '논란']"
연합뉴스,"올해 미래 차 20만시대 연다..배달 화물차, 전기차로 본격 전환","['올해', '미래', '차', '연', '배달', '화물차', '전기차', '본격', '전환']"
MBN,전기차 늘어나는데 충전소는 '태부족',"['전기차', '충전', '소', '태', '부족']"
시사저널,"전기차 충전 기술의 어제와 오늘, 그리고 미래","['전기차', '충전', '기술', '어제', '오늘', '미래']"
지디넷코리아,"이재용-정의선, 자율주행·수소전기차 타고 미래車 협력","['이재용', '정의선', '자율', '주행', '수소', '전기차', '타고', '미래', '협력']"
머니투데이,"LG화학, 전기차 배터리 점유율 또 1위..中 '맹추격'","['화학', '전기차', '배터리', '점유', '율', '또', '위', '맹', '추격']"
전자신문,폭스바겐 야심작 전기차 'ID.4' 공개..주행거리 520km·6000만원 대,"['폭스바겐', '야심작', '전기차', '공개', '주행', '거리']"
노컷뉴스,"車업계 '내수방어' 3책..""감세‧중고차‧전기차""","['업계', '방어', '책', '감세', '중고차', '전기차']"
뉴시스,그린뉴딜에 車생태계 지각변동..내연기관차 밀어내는 전기차,"['그린', '뉴딜', '생태계', '지각', '변동', '내연기관차', '전기차']"
뉴시스,"대세는 전동화..현대모비스, 전기차 핵심 부품으로 '미래차 ON'","['대세', '동화', '현대', '모비스', '전기차', '핵심', '부품', '미래', '차']"
